EMP_Sat_OnPrem_mean,last_evaluation,Emp_Identity,Emp_Position,LinkedIn_Hits,number_project,Sensor_Proximity(1-highest/10-lowest),EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),Percent_Remote,average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,promotion_last_5years,left_Company,Work_accident
3.8,0.49,2,1,7,4,7,4.2,76,0.4,255,1,2,2,2.4,2.6,2294,0,0,0
3.5,0.75,3,3,10,3,7,4.2,71,0.8,166,4,2,3,4.2,3.4,5932,0,0,0
3.5,0.86,3,2,9,4,6,4.2,77,0.8,267,4,2,4,4.2,3.0,5230,0,0,0
3.5,0.81,1,2,4,6,7,1.8,85,0.8,257,2,4,1,4.2,2.6,1929,0,1,0
3.5,0.78,4,2,7,4,5,4.2,79,0.8,227,3,2,2,4.2,4.0,4916,0,0,0
3.5,0.89,1,2,7,7,6,1.8,86,0.8,272,1,4,2,4.2,2.4,1067,0,1,0
3.5,0.91,2,1,5,6,1,1.8,88,0.8,275,1,4,2,4.2,3.0,1989,0,1,0
3.5,0.8,4,3,4,6,3,4.2,71,0.8,143,2,4,2,4.2,2.2,4401,0,0,0
3.8,0.57,2,1,3,4,10,4.2,86,0.4,185,2,3,1,2.4,1.6,3131,0,0,1
3.5,0.79,4,2,9,4,3,4.2,78,0.8,133,3,2,2,4.2,2.8,4145,0,0,0
3.5,0.77,2,1,3,6,9,1.8,89,0.8,291,1,4,2,4.2,2.4,1102,0,1,0
3.5,0.77,4,2,1,3,2,4.2,77,0.8,245,3,3,2,4.2,3.2,5325,0,0,0
3.8,0.46,1,2,65,2,6,1.8,62,0.4,136,2,3,1,2.4,3.2,6277,0,1,0
3.8,0.48,1,2,7,2,10,1.8,62,0.4,146,1,3,1,2.4,2.0,1908,0,1,0
3.5,0.89,2,2,3,6,4,1.8,90,0.8,260,1,5,1,4.2,2.0,1434,0,1,0
3.5,0.85,3,3,1,3,2,4.2,76,0.8,250,2,3,3,4.2,2.2,4347,0,0,0
3.8,0.45,1,2,23,2,8,1.8,66,0.4,140,2,3,2,2.4,2.6,7782,0,1,0
1.8,0.68,2,1,61,3,6,4.2,79,0.5,269,2,3,2,4.2,3.2,3542,0,0,1
3.8,0.54,1,2,48,4,8,4.2,85,0.4,175,2,2,1,2.4,2.4,1488,0,0,0
3.8,0.5,1,1,19,2,10,1.8,72,0.4,130,1,3,1,2.4,1.6,6014,0,1,0
3.5,0.76,3,3,7,5,9,4.2,70,0.8,188,2,3,3,4.2,4.0,4485,0,0,0
3.8,0.58,1,2,3,2,10,4.2,60,0.4,166,1,3,1,2.4,2.0,1832,0,0,0
3.5,0.81,2,1,7,4,2,1.8,90,0.8,233,1,4,2,4.2,2.6,1861,0,1,1
3.5,0.81,4,2,3,4,3,4.2,75,0.8,257,2,2,2,4.2,2.4,5394,0,0,0
3.5,0.78,2,4,3,3,7,4.2,71,0.8,194,3,3,4,4.2,4.0,4435,0,0,0
3.5,0.97,1,2,8,4,5,1.8,86,0.8,258,2,5,1,4.6,2.8,1306,0,1,0
3.8,0.6,2,1,11,4,6,4.2,90,0.4,121,1,2,2,4.2,2.2,1906,0,0,0
3.5,0.94,1,1,6,5,3,1.8,88,0.8,227,1,6,2,4.2,2.4,1620,0,1,0
3.5,0.71,3,2,4,3,1,4.2,79,0.8,231,2,4,4,4.2,3.4,5510,0,0,0
3.5,0.9,2,3,9,4,3,4.2,71,0.8,199,2,3,2,4.2,3.2,5016,0,0,0
1.8,0.66,2,2,9,3,9,4.2,75,0.5,150,1,2,1,4.2,2.6,1158,0,0,0
3.8,0.61,1,1,27,4,8,4.2,89,0.4,171,2,6,2,4.2,2.8,1840,0,0,0
3.8,0.6,2,2,64,3,10,4.2,76,0.4,265,2,2,1,4.2,2.2,2493,0,0,1
3.8,0.48,1,1,10,2,6,1.8,72,0.4,139,2,3,1,2.4,3.6,1844,0,1,0
3.8,0.5,2,2,3,3,10,4.2,78,0.4,206,1,2,1,2.4,1.8,3778,0,0,0
3.8,0.55,2,2,32,3,7,4.2,72,0.4,179,2,3,2,2.4,2.6,1720,0,0,0
3.5,0.98,2,4,10,4,3,4.2,77,0.8,175,3,2,4,4.6,2.8,4927,0,0,0
3.8,0.58,1,2,15,3,7,4.2,78,0.4,261,1,3,2,2.4,2.2,2989,0,0,1
3.8,0.46,2,1,19,2,8,1.8,71,0.4,134,2,3,1,2.4,3.0,1107,0,1,0
1.8,0.61,2,1,55,3,8,4.2,65,0.4,140,2,2,2,4.2,3.4,1339,0,0,0
3.5,0.81,3,2,1,3,3,4.2,80,0.8,205,3,3,3,4.2,3.2,5407,0,0,0
3.5,0.98,4,2,2,4,6,4.2,80,0.8,134,3,5,2,4.6,2.8,5865,0,0,1
3.5,0.85,2,3,10,5,2,4.2,79,0.8,192,4,2,2,4.2,3.2,5564,0,0,0
3.8,0.55,2,1,44,2,7,1.8,70,0.4,135,1,3,1,2.4,2.4,1572,0,1,0
3.5,0.88,4,3,4,2,8,4.2,77,0.8,263,4,4,3,4.2,2.8,4042,0,0,0
3.8,0.54,2,1,54,2,7,1.8,64,0.4,150,1,3,1,2.4,2.6,8314,0,1,0
3.8,0.51,2,1,65,2,8,4.2,63,0.4,178,1,3,1,2.4,1.8,1891,0,0,0
3.5,0.73,3,2,1,3,8,4.2,76,0.8,183,3,3,3,4.2,3.2,5959,0,0,0
1.8,0.64,1,1,56,5,7,4.2,87,0.4,191,1,3,2,4.2,3.4,3538,0,0,0
3.5,0.74,4,2,7,3,5,4.2,73,0.8,186,4,3,4,4.2,3.2,4536,0,0,1
3.8,0.52,2,1,31,2,7,1.8,67,0.4,155,1,3,1,2.4,2.8,7577,0,1,0
3.8,0.51,1,2,1,3,10,4.2,79,0.4,248,2,4,2,2.4,2.4,2498,0,0,0
3.5,0.84,1,1,3,6,1,1.8,90,0.8,286,2,4,2,4.2,1.8,1959,0,1,0
3.8,0.51,2,1,63,2,8,1.8,60,0.4,134,2,3,1,2.4,2.2,6857,0,1,0
3.5,0.74,4,2,8,4,1,4.2,76,0.8,187,2,3,3,4.2,3.0,5872,0,0,0
1.8,0.67,1,1,61,4,6,4.2,80,0.5,272,2,4,2,4.2,2.6,2857,0,0,0
3.5,0.95,1,1,6,5,6,1.8,90,0.8,236,2,5,1,4.2,2.2,1829,0,1,0
3.5,0.71,3,3,6,3,3,4.2,76,0.8,117,3,3,2,4.2,3.2,4046,0,0,0
3.5,0.89,2,3,8,5,3,4.2,73,0.8,142,4,4,2,4.2,2.4,5372,0,0,0
3.5,0.81,4,4,5,4,4,4.2,75,0.8,266,4,6,3,4.2,3.4,5209,0,0,0
1.8,0.63,1,1,6,4,6,4.2,88,0.4,142,1,6,1,4.2,2.6,1459,0,0,0
3.8,0.55,2,2,35,4,9,4.2,79,0.4,234,2,4,1,2.4,1.6,2616,0,0,0
3.8,0.44,1,2,5,5,8,4.2,90,0.4,169,2,3,2,2.4,2.0,1758,0,0,1
3.8,0.53,1,1,38,3,8,4.2,90,0.4,186,1,2,1,2.4,2.8,2076,0,0,0
1.8,0.68,1,1,47,2,6,4.2,75,0.5,159,2,3,1,4.2,2.8,1547,0,0,1
3.5,0.97,2,2,6,4,2,4.2,79,0.8,201,3,2,3,4.6,2.2,5729,0,0,0
3.5,0.71,2,2,6,6,4,4.2,74,0.8,168,2,2,3,4.2,3.4,5686,0,0,0
3.8,0.36,2,2,37,4,6,4.2,77,0.4,278,1,4,1,2.4,2.0,3248,0,0,1
3.8,0.45,1,1,62,6,8,4.2,88,0.4,98,1,3,1,2.4,3.2,1254,0,0,0
3.5,0.98,2,4,5,4,5,4.2,72,0.8,185,4,2,3,4.6,3.6,4066,0,0,0
3.5,0.92,2,1,5,6,7,1.8,90,0.8,303,2,5,1,4.2,2.2,1195,0,1,0
3.5,0.85,1,2,6,6,1,1.8,89,0.8,297,1,5,1,4.2,2.0,1631,0,1,0
3.8,0.45,1,1,53,3,7,4.2,67,0.4,100,2,8,1,2.4,2.2,1340,0,0,1
3.5,0.71,2,3,3,3,5,4.2,77,0.8,175,3,3,3,4.2,3.4,4449,0,0,0
3.8,0.61,1,2,54,3,9,4.2,76,0.4,240,1,3,2,4.2,3.0,2919,0,0,0
1.8,0.69,1,2,46,4,6,4.2,90,0.5,137,2,3,2,4.2,1.6,1299,0,0,0
3.5,0.78,2,3,4,6,5,4.2,80,0.8,138,2,3,2,4.2,2.4,4225,0,0,0
3.8,0.5,2,1,35,3,7,4.2,87,0.4,196,2,3,2,2.4,2.8,2663,0,0,0
1.8,0.61,2,1,38,4,8,4.2,88,0.4,143,2,8,2,4.2,2.8,1095,0,0,0
1.8,0.68,2,2,56,3,8,4.2,78,0.5,231,1,3,2,4.2,3.0,2714,0,0,0
3.5,0.84,5,2,1,4,4,4.2,76,0.8,251,2,4,3,4.2,4.0,4252,1,0,1
3.5,0.89,2,2,2,5,9,1.8,90,0.8,274,2,6,1,4.2,2.6,1748,0,1,0
1.8,0.62,2,2,43,4,10,4.2,79,0.4,253,1,2,2,4.2,2.0,2589,0,0,0
3.8,0.49,2,2,21,2,6,1.8,75,0.4,142,1,3,1,2.4,2.4,1816,0,1,0
3.8,0.53,2,1,49,4,9,4.2,75,0.4,213,1,2,1,2.4,1.2,2753,0,0,0
3.5,0.9,2,3,2,3,5,4.2,79,0.8,274,2,2,3,4.2,2.2,4352,0,0,0
3.8,0.55,1,1,57,5,8,4.2,78,0.4,224,1,3,2,2.4,2.0,3880,0,0,0
3.5,0.77,2,2,1,6,5,4.2,79,0.8,274,4,6,4,4.2,3.6,4632,0,0,0
3.8,0.48,2,1,46,4,7,4.2,90,0.4,136,2,7,1,2.4,3.6,1216,0,0,0
3.8,0.49,2,2,7,4,8,4.2,78,0.4,214,2,3,2,2.4,2.6,3361,0,0,0
1.8,0.66,1,2,58,3,7,4.2,80,0.5,232,1,2,1,4.2,2.8,2054,0,0,0
3.8,0.61,1,1,28,3,10,4.2,75,0.4,251,1,2,1,4.2,2.6,3936,0,0,0
3.5,0.9,2,2,10,4,4,1.8,86,0.8,263,1,5,1,4.2,3.0,1762,0,1,0
3.5,0.96,1,2,4,5,9,1.8,87,0.8,243,2,5,1,4.2,3.0,1013,0,1,0
3.8,0.49,2,1,32,2,9,1.8,63,0.4,147,1,3,1,2.4,2.8,1489,0,1,0
3.5,0.87,4,2,10,5,1,4.2,80,0.8,248,4,2,3,4.2,3.4,4813,0,0,0
3.5,0.9,2,2,8,4,3,1.8,89,0.8,226,1,5,1,4.2,2.0,1133,0,1,0
3.5,0.71,1,2,2,3,1,1.8,89,0.8,205,1,4,1,4.2,2.8,1648,0,1,0
3.5,0.83,3,2,5,3,5,4.2,76,0.8,189,2,3,2,4.2,3.0,5422,0,0,0
3.5,0.97,4,2,5,6,3,4.2,75,0.8,286,3,4,3,4.6,4.0,4262,0,0,0
3.5,0.91,4,3,1,2,2,4.2,76,0.8,112,4,5,3,4.2,2.2,4543,0,0,0
3.5,0.82,2,2,2,7,8,1.8,86,0.8,285,1,4,2,4.2,2.6,1017,0,1,0
3.5,0.77,4,4,6,5,9,4.2,79,0.8,232,2,7,4,4.2,2.8,5285,0,0,0
1.8,0.7,1,1,19,3,8,4.2,85,0.5,193,2,2,2,4.2,3.2,3097,0,0,0
1.8,0.68,1,1,3,4,7,4.2,78,0.5,210,2,3,1,4.2,2.6,2742,0,0,0
1.8,0.63,2,2,63,5,9,4.2,77,0.4,259,2,2,2,4.2,1.8,2583,0,0,0
3.8,0.54,2,1,61,6,10,4.2,87,0.4,138,2,4,2,2.4,2.2,1383,0,0,1
1.8,0.66,2,2,62,3,8,4.2,74,0.5,154,1,4,1,4.2,2.2,1616,0,0,0
3.8,0.48,1,1,63,2,9,1.8,68,0.4,158,2,3,2,2.4,2.4,1915,0,1,0
3.5,0.85,3,2,6,4,1,4.2,73,0.8,142,3,2,3,4.2,3.0,5326,0,0,0
3.5,0.95,2,4,5,4,3,4.2,70,0.8,137,2,4,3,4.2,3.4,5095,0,0,0
3.8,0.5,2,1,44,2,6,4.2,77,0.4,235,1,2,1,2.4,2.2,3384,0,0,0
3.5,0.84,4,3,1,3,6,4.2,75,0.8,270,3,3,3,4.2,3.0,4078,0,0,0
3.5,0.86,2,1,1,6,8,1.8,86,0.8,279,1,4,1,4.2,2.8,1150,0,1,0
3.8,0.42,4,2,47,3,7,4.2,60,0.4,145,2,4,1,2.4,1.2,1128,1,0,0
1.8,0.62,2,2,2,6,10,4.2,90,0.4,118,1,2,2,4.2,3.6,1744,0,0,0
3.5,0.76,3,4,6,6,7,4.2,77,0.8,219,2,4,4,4.2,3.2,4885,0,0,1
1.8,0.61,1,2,50,3,10,4.2,74,0.4,148,2,5,2,4.2,3.4,1540,0,0,0
3.8,0.55,2,1,16,4,7,4.2,89,0.4,191,2,4,2,2.4,3.0,2748,0,0,0
3.5,0.85,1,1,4,4,3,1.8,87,0.8,255,2,5,1,4.2,2.2,1005,0,1,0
3.8,0.48,2,2,3,2,8,1.8,62,0.4,129,2,3,1,2.4,1.6,1248,0,1,0
1.8,0.65,1,1,29,5,6,1.8,90,0.5,195,1,6,2,4.2,3.4,1039,0,1,0
3.5,0.84,2,3,7,5,7,4.2,79,0.8,240,3,3,3,4.2,3.8,4744,0,0,0
3.8,0.58,1,2,40,4,10,4.2,90,0.4,175,2,2,1,2.4,2.8,1270,0,0,0
3.5,0.99,3,3,9,3,2,4.2,79,0.8,151,3,3,3,4.6,2.8,5082,0,0,1
3.5,0.96,4,2,3,4,9,4.2,70,0.8,147,4,3,3,4.2,2.6,4152,0,0,0
3.8,0.54,1,2,40,2,9,1.8,69,0.4,128,2,3,2,2.4,2.2,1496,0,1,0
3.5,0.94,4,3,4,4,5,4.2,80,0.8,217,4,2,3,4.2,2.8,5539,0,0,0
3.5,0.86,2,2,5,5,5,4.2,76,0.8,222,2,3,2,4.2,2.6,4949,0,0,0
1.8,0.62,2,1,63,4,6,4.2,86,0.4,142,1,2,2,4.2,1.8,1615,0,0,0
3.5,0.77,3,2,9,3,1,4.2,72,0.8,195,3,7,3,4.2,3.2,5829,0,0,0
3.5,0.83,4,3,5,4,4,4.2,76,0.8,268,4,4,3,4.2,3.0,5647,0,0,0
3.5,0.75,4,4,4,4,2,4.2,79,0.8,133,4,2,2,4.2,3.2,4724,0,0,0
3.5,0.86,2,2,2,4,3,4.2,79,0.8,256,2,2,3,4.2,3.6,5630,0,0,0
3.5,0.87,1,1,7,4,1,1.8,87,0.8,254,2,5,2,4.2,2.8,1003,0,1,0
3.8,0.56,2,1,4,4,8,4.2,77,0.4,262,1,3,2,2.4,2.0,2140,0,0,0
1.8,0.65,1,1,21,4,10,4.2,77,0.4,232,2,2,2,4.2,2.0,3128,0,0,1
3.5,0.93,2,2,2,5,1,1.8,85,0.8,140,1,5,2,4.2,2.2,1521,0,1,0
0.0,1.0,2,2,1,5,4,1.8,90,0.8,244,1,6,1,4.6,2.2,1199,0,1,0
3.8,0.6,1,1,21,5,8,4.2,78,0.4,217,2,3,1,4.2,2.6,2600,0,0,0
3.5,0.72,3,3,9,3,8,4.2,76,0.8,172,3,2,2,4.2,3.2,4532,0,0,0
3.5,0.86,3,2,3,4,1,4.2,71,0.8,137,2,2,2,4.2,3.0,4657,0,0,0
0.0,1.0,2,4,10,2,8,4.2,80,0.8,210,3,3,4,4.6,2.6,4324,0,0,1
3.5,0.9,1,1,10,5,4,1.8,89,0.8,245,2,5,1,4.2,3.0,1112,0,1,0
3.5,0.73,4,2,5,4,8,4.2,79,0.8,272,3,2,4,4.2,2.2,4681,0,0,0
3.8,0.54,1,1,40,3,6,4.2,80,0.4,222,2,4,1,2.4,1.2,3368,0,0,0
3.8,0.57,1,2,3,2,9,1.8,69,0.4,158,2,3,2,2.4,1.4,1093,0,1,0
3.5,0.97,4,2,9,4,5,4.2,75,0.8,243,2,3,2,4.6,3.6,5263,0,0,1
3.5,0.77,5,4,6,5,1,4.2,76,0.8,250,3,2,2,4.2,2.8,5565,1,0,0
3.8,0.56,2,1,17,2,7,1.8,63,0.4,142,1,3,2,2.4,2.2,1635,0,1,0
3.5,0.87,2,4,10,2,4,4.2,71,0.8,130,2,4,3,4.2,3.2,4726,0,0,0
3.5,0.77,3,2,9,4,4,4.2,80,0.8,205,3,3,4,4.2,2.6,4411,0,0,0
3.5,0.96,2,2,2,5,3,1.8,85,0.8,243,1,5,2,4.6,2.2,1817,0,1,0
3.5,0.77,4,3,5,3,6,4.2,80,0.8,233,2,3,2,4.2,3.4,4976,0,0,0
3.5,0.89,4,4,6,4,2,4.2,78,0.8,201,3,8,2,4.2,2.8,5128,0,0,0
3.8,0.46,2,2,29,2,9,1.8,70,0.4,131,1,3,2,2.4,2.2,1727,0,1,0
3.5,0.87,1,1,1,4,8,1.8,85,0.8,246,2,6,2,4.2,2.2,1400,0,1,0
3.8,0.57,2,1,50,2,8,1.8,75,0.4,160,2,3,1,2.4,2.2,1030,0,1,0
3.8,0.51,2,1,51,4,9,4.2,85,0.4,173,1,3,1,2.4,2.0,1910,0,0,0
3.5,0.96,5,4,1,4,7,4.2,75,0.8,220,3,3,3,4.6,3.2,4912,1,0,1
3.5,0.99,2,2,5,4,4,4.2,73,0.8,163,4,4,4,4.6,2.8,5593,0,0,0
3.5,0.8,3,2,8,3,2,4.2,74,0.8,135,2,7,4,4.2,2.6,4901,0,0,0
3.5,0.71,3,2,1,4,7,4.2,79,0.8,273,4,3,2,4.2,2.2,5043,0,0,0
3.8,0.57,1,1,61,5,9,4.2,85,0.4,139,1,4,1,2.4,2.0,1265,0,0,0
3.8,0.48,2,2,28,2,9,1.8,73,0.4,157,2,3,1,2.4,2.2,7304,0,1,0
3.8,0.54,1,2,51,3,8,4.2,90,0.4,194,1,2,1,2.4,1.8,2556,0,0,1
3.8,0.48,4,1,19,5,7,4.2,79,0.4,214,5,6,1,2.4,1.8,3912,1,0,1
3.5,0.97,2,2,4,5,4,1.8,89,0.8,238,2,5,2,4.6,3.4,1962,0,1,0
3.8,0.47,2,2,55,2,6,1.8,67,0.4,156,2,3,2,2.4,2.2,8440,0,1,1
3.5,0.81,2,2,1,4,7,4.2,78,0.8,246,2,3,3,4.2,3.0,5815,0,0,1
1.8,0.64,2,1,35,4,7,4.2,87,0.4,144,2,2,2,4.2,2.6,1072,0,0,0
3.8,0.54,1,2,43,2,8,1.8,70,0.4,138,2,3,1,2.4,2.8,7813,0,1,0
3.5,0.8,2,4,3,5,6,4.2,78,0.8,247,2,3,4,4.2,3.2,4698,0,0,0
1.8,0.7,2,2,9,3,10,4.2,73,0.5,141,2,4,1,4.2,2.2,1909,0,0,0
3.5,0.85,2,2,3,7,3,1.8,85,0.8,272,2,4,2,4.2,2.8,1805,0,1,0
1.8,0.63,2,2,28,3,7,4.2,72,0.4,137,1,3,2,4.2,3.2,1815,0,0,0
3.5,0.92,3,3,10,4,1,4.2,75,0.8,268,3,3,2,4.2,2.8,5998,0,0,0
1.8,0.63,2,2,54,2,10,4.2,73,0.4,105,2,2,1,4.2,2.2,1707,0,0,0
3.5,0.84,3,2,4,2,2,4.2,77,0.8,285,3,5,3,4.2,2.8,5759,0,0,0
1.8,0.66,1,1,35,6,9,4.2,75,0.5,229,2,6,2,4.2,2.4,3239,0,0,0
3.5,0.9,2,2,10,3,8,4.2,71,0.8,142,4,3,2,4.2,3.0,4915,0,0,0
3.8,0.53,2,2,31,3,7,4.2,60,0.4,164,1,6,1,2.4,2.6,1046,0,0,0
3.5,0.97,2,2,1,5,3,4.2,80,0.8,179,3,6,3,4.6,2.4,5433,0,0,0
3.8,0.61,2,1,46,4,10,4.2,85,0.4,140,1,4,1,4.2,2.4,1442,0,0,0
3.5,0.86,2,4,8,4,6,4.2,77,0.8,168,3,2,4,4.2,2.6,5276,0,0,0
3.8,0.52,1,2,60,5,8,4.2,85,0.4,171,1,3,1,2.4,2.0,1960,0,0,0
3.5,0.78,4,3,1,5,5,4.2,78,0.8,250,3,6,3,4.2,2.2,4343,0,0,0
3.5,0.94,4,2,6,4,1,4.2,79,0.8,261,3,6,2,4.2,3.2,5068,0,0,0
3.5,0.87,3,4,7,3,5,4.2,77,0.8,212,3,2,3,4.2,3.4,5022,0,0,0
3.8,0.53,1,2,26,4,8,4.2,87,0.4,160,2,2,2,2.4,2.4,1993,0,0,1
3.8,0.48,2,1,8,2,10,1.8,70,0.4,143,2,3,1,2.4,2.0,6114,0,1,0
3.8,0.5,2,1,8,5,9,4.2,75,0.4,231,1,3,2,2.4,1.4,3175,0,0,0
3.8,0.47,1,2,22,2,7,1.8,68,0.4,146,1,3,2,2.4,1.8,6763,0,1,0
3.5,0.71,4,3,2,5,2,4.2,77,0.8,244,2,3,3,4.2,2.8,4198,0,0,0
3.8,0.53,2,2,57,3,7,4.2,79,0.4,222,2,2,2,2.4,1.4,2451,0,0,0
3.8,0.51,1,1,53,2,7,1.8,66,0.4,127,1,3,2,2.4,2.2,6418,0,1,0
1.8,0.62,1,2,26,6,8,1.8,87,0.4,135,2,5,1,4.2,2.2,1585,0,1,0
3.5,0.8,4,3,10,5,9,4.2,78,0.8,134,2,2,3,4.2,2.4,5279,0,0,0
3.5,0.72,3,3,1,3,5,4.2,75,0.8,220,4,2,2,4.2,4.0,5663,0,0,1
3.5,0.77,2,3,9,5,7,4.2,76,0.8,270,4,3,3,4.2,3.6,4992,0,0,0
3.5,0.96,4,2,5,3,6,4.2,76,0.8,274,3,3,3,4.6,3.4,5981,0,0,0
3.5,0.79,2,4,10,3,3,4.2,78,0.8,221,3,10,4,4.2,3.4,5473,0,0,1
3.8,0.56,1,2,44,4,7,4.2,76,0.4,254,2,2,1,2.4,2.4,3468,0,0,0
3.5,0.83,2,2,1,6,6,1.8,88,0.8,244,2,4,2,4.2,2.0,1317,0,1,0
3.8,0.58,1,1,57,2,10,4.2,87,0.4,182,1,2,2,2.4,2.6,2896,0,0,0
3.5,0.72,4,2,8,2,3,4.2,79,0.8,226,2,3,2,4.2,3.2,5119,0,0,0
1.8,0.63,2,2,27,4,7,4.2,78,0.4,218,1,2,2,4.2,1.8,2824,0,0,0
3.5,0.83,2,2,1,6,2,1.8,88,0.8,306,2,4,2,4.2,2.6,1210,0,1,0
3.5,0.87,2,2,8,3,6,4.2,79,0.8,265,2,4,3,4.2,2.6,5087,0,0,0
1.8,0.69,1,2,24,2,6,4.2,79,0.5,257,2,2,2,4.2,2.2,2130,0,0,1
3.8,0.58,1,2,56,2,9,4.2,69,0.4,124,1,3,2,2.4,2.4,1494,0,0,0
3.5,0.75,3,2,1,3,7,4.2,78,0.8,221,3,3,3,4.2,3.2,4518,0,0,0
3.5,0.73,2,2,1,3,4,4.2,75,0.8,203,3,2,3,4.2,2.8,5244,0,0,0
0.0,1.0,3,4,4,4,2,4.2,76,0.8,258,3,3,2,4.6,3.8,4578,0,0,0
3.8,0.51,2,2,18,6,7,4.2,85,0.4,163,1,6,2,2.4,1.6,1945,0,0,0
3.8,0.54,1,1,11,2,10,1.8,60,0.4,131,1,3,1,2.4,1.8,6791,0,1,0
3.5,0.96,2,3,5,4,5,4.2,76,0.8,253,3,3,3,4.2,3.0,5703,0,0,0
3.5,1.0,2,4,4,4,6,4.2,78,0.8,249,3,3,3,4.6,2.6,5809,0,0,0
3.5,0.94,3,3,5,3,9,4.2,75,0.8,182,3,3,3,4.2,2.2,4183,0,0,0
1.8,0.69,2,2,6,4,7,4.2,77,0.5,245,1,3,1,4.2,2.2,2717,0,0,0
3.8,0.54,2,2,3,4,10,4.2,85,0.4,176,2,2,2,2.4,3.4,1108,0,0,0
1.8,0.69,1,2,60,3,9,4.2,78,0.5,231,1,4,2,4.2,3.0,3755,0,0,0
3.5,0.95,2,1,2,6,8,1.8,90,0.8,292,2,4,1,4.2,3.4,1149,0,1,0
3.8,0.61,1,2,21,4,8,4.2,77,0.4,272,2,2,2,4.2,1.6,3271,0,0,0
3.8,0.51,2,1,57,4,10,4.2,88,0.4,152,2,3,1,2.4,2.8,1083,0,0,1
3.5,0.85,3,4,2,4,5,4.2,75,0.8,135,4,3,4,4.2,3.6,5016,0,0,0
3.5,0.81,3,3,2,4,7,4.2,75,0.8,245,2,3,4,4.2,2.6,4835,0,0,1
3.5,0.78,3,3,6,3,8,4.2,77,0.8,257,2,2,3,4.2,2.8,4897,0,0,0
3.5,0.73,3,2,10,5,8,4.2,77,0.8,249,2,3,4,4.2,2.8,5001,0,0,0
3.5,0.72,3,3,4,4,2,4.2,78,0.8,235,4,2,2,4.2,3.6,5671,0,0,0
1.8,0.68,1,1,50,5,10,4.2,75,0.5,226,2,3,2,4.2,2.4,2348,0,0,0
3.5,0.79,2,2,5,6,2,1.8,86,0.8,291,2,4,1,4.2,1.2,1327,0,1,0
3.5,0.72,2,3,4,4,1,4.2,76,0.8,161,4,3,2,4.2,2.6,5947,0,0,0
3.5,0.75,2,4,3,4,8,4.2,75,0.8,259,2,3,2,4.2,3.6,4741,0,0,0
3.5,0.92,2,1,1,7,9,1.8,88,0.8,307,1,4,2,4.2,2.4,1793,0,1,0
3.5,0.96,3,2,5,3,8,4.2,80,0.8,109,2,6,2,4.6,3.6,4374,0,0,0
3.8,0.59,1,2,1,4,10,4.2,88,0.4,179,2,4,2,2.4,2.6,1063,0,0,0
3.5,0.92,2,3,4,3,4,4.2,72,0.8,139,3,3,2,4.2,2.4,4666,0,0,0
3.8,0.55,1,1,13,2,10,1.8,60,0.4,159,2,3,2,2.4,2.4,1832,0,1,0
3.5,1.0,4,4,8,4,8,4.2,79,0.8,258,4,3,4,4.6,2.6,5324,0,0,0
1.8,0.63,1,1,34,3,6,4.2,85,0.4,182,1,3,1,4.2,2.0,3595,0,0,0
3.5,0.84,4,4,9,3,9,4.2,76,0.8,270,5,3,3,4.2,2.4,5873,1,0,1
3.5,0.76,4,4,10,3,2,4.2,78,0.8,207,2,2,4,4.2,3.0,4706,0,0,0
3.5,0.92,2,2,8,3,2,4.2,77,0.8,224,2,3,4,4.2,2.6,5869,0,0,0
3.5,0.78,4,3,3,3,1,4.2,72,0.8,135,3,3,3,4.2,2.6,4938,0,0,0
3.5,0.86,4,4,8,3,5,4.2,87,0.8,200,3,4,4,4.2,2.6,4944,0,0,0
3.5,0.92,4,4,5,3,8,4.2,75,0.8,234,4,3,2,4.2,2.8,4757,0,0,0
3.5,0.87,2,2,5,5,9,4.2,80,0.8,219,2,2,4,4.2,3.0,4919,0,0,0
3.5,0.91,1,2,7,5,2,1.8,89,0.8,228,2,5,2,4.2,3.0,1818,0,1,0
3.5,0.95,4,2,3,4,4,4.2,75,0.8,174,4,4,2,4.2,3.4,5295,0,0,0
3.5,0.95,3,3,6,3,7,4.2,80,0.8,189,4,2,2,4.2,2.6,4488,0,0,0
3.8,0.57,2,2,23,2,6,1.8,72,0.4,140,2,3,1,2.4,2.2,1372,0,1,0
3.8,0.52,2,1,22,2,7,1.8,75,0.4,155,1,3,2,2.4,3.2,6308,0,1,0
1.8,0.64,4,5,22,4,6,4.2,88,0.4,178,5,3,5,4.2,2.6,1907,1,0,1
3.5,0.95,1,2,3,6,1,1.8,87,0.8,245,2,4,1,4.2,2.6,1716,0,1,0
3.5,0.74,2,2,10,4,1,4.2,80,0.8,235,2,3,2,4.2,3.2,4172,0,0,0
3.5,0.88,4,3,4,4,9,4.2,80,0.8,252,2,3,2,4.2,3.6,5119,0,0,0
1.8,0.69,2,1,36,2,9,4.2,73,0.5,177,2,5,2,4.2,1.8,1249,0,0,0
3.5,0.71,2,3,1,5,8,4.2,78,0.8,204,4,3,2,4.2,2.4,4037,0,0,0
3.8,0.44,2,2,41,3,8,4.2,60,0.4,129,1,2,2,2.4,2.6,1832,0,0,0
